ID;Name;Street;OperatingOrgName;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;geoData;global_id
1356;«Дом быта», Осенний бульвар (1930);Осенний бульвар;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А229; А129; А732; А829; А688; АП130; А832; А324; А376; А554; АТ19";Дом быта;;да;"Геоданные:  
Координаты: [
  37.4080859,
  55.76181782
] 
Тип: Point";889086782.0
1357;«ОВД Крылатское», Осенняя улица (1931);Осенняя улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А251; А129; А829";ОВД Крылатское;;да;"Геоданные:  
Координаты: [
  37.4048552,
  55.76472981
] 
Тип: Point";889086783.0
1358;«Крылатский парк», Осенняя улица (1932);Осенняя улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А251; А129; А829";Крылатский парк;;да;"Геоданные:  
Координаты: [
  37.40564394,
  55.76874086
] 
Тип: Point";889086784.0
1359;«Крылатская ул., 29», Крылатская улица (1933);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А829";Крылатская ул., 29;;да;"Геоданные:  
Координаты: [
  37.4122885735,
  55.7716044623
] 
Тип: Point";889086785.0
1360;«Стоматологическая п-ка № 5», Крылатская улица (1934);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А829";Стоматологическая п-ка № 5;;да;"Геоданные:  
Координаты: [
  37.4189768966,
  55.7718684486
] 
Тип: Point";889086786.0
1361;«Дворец ледового спорта», Крылатская улица (1935);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А829;Дворец ледового спорта;;да;"Геоданные:  
Координаты: [
  37.4284962,
  55.7679545
] 
Тип: Point";889086788.0
1362;«Велотрек», Крылатская улица (1936);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А829;Велотрек;;да;"Геоданные:  
Координаты: [
  37.43044608,
  55.76260789
] 
Тип: Point";889086789.0
1363;«Стадион», Крылатская улица (1937);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А829;Стадион;;да;"Геоданные:  
Координаты: [
  37.43226034,
  55.75752344
] 
Тип: Point";889086790.0
1364;«Гребной канал», Крылатская улица (1938);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А829;Гребной канал;;да;"Геоданные:  
Координаты: [
  37.4327773321,
  55.7544545677
] 
Тип: Point";889086791.0
1365;«Крылатский мост», Крылатская улица (1939);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А829;Крылатский мост;;да;"Геоданные:  
Координаты: [
  37.43140796,
  55.75123625
] 
Тип: Point";889086792.0
1366;«Крылатский мост», Крылатская улица (1940);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Крылатский мост;;да;"Геоданные:  
Координаты: [
  37.43130892,
  55.75035815
] 
Тип: Point";889086793.0
1367;«Гребной канал», Крылатская улица (1941);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Гребной канал;;да;"Геоданные:  
Координаты: [
  37.4330452647,
  55.7542796387
] 
Тип: Point";889086796.0
1368;«Стадион», Крылатская улица (1942);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Стадион;;да;"Геоданные:  
Координаты: [
  37.4326007865,
  55.7575818141
] 
Тип: Point";889086797.0
1369;«Велотрек», Крылатская улица (1943);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Велотрек;;да;"Геоданные:  
Координаты: [
  37.4307993211,
  55.7625026516
] 
Тип: Point";889086798.0
1370;«Дворец ледового спорта», Крылатская улица (1944);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Дворец ледового спорта;;да;"Геоданные:  
Координаты: [
  37.4292286079,
  55.7667872229
] 
Тип: Point";889086799.0
1371;«Стоматологическая п-ка № 5», Крылатская улица (1945);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;А229;Стоматологическая п-ка № 5;;да;"Геоданные:  
Координаты: [
  37.41822513,
  55.77209443
] 
Тип: Point";889086800.0
1372;«Крылатская ул., 29», Крылатская улица (1946);Крылатская улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А229";Крылатская ул., 29;;да;"Геоданные:  
Координаты: [
  37.4129522792,
  55.7719108344
] 
Тип: Point";889086801.0
1373;«Крылатский парк», Осенняя улица (1947);Осенняя улица;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А850; А251; А229; А129";Крылатский парк;;да;"Геоданные:  
Координаты: [
  37.405061056,
  55.7676465509
] 
Тип: Point";889086802.0
1374;«Поликлиника», улица Крылатские Холмы (1948);улица Крылатские Холмы;ГУП «Мосгортранс»;Западный административный округ;район Крылатское;"А229; АП130";Поликлиника;;да;"Геоданные:  
Координаты: [
  37.42183855,
  55.74993475
] 
Тип: Point";889086803.0
1375;«Метро Медведково», Широкая улица (1949);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А174; А31; А353; А428; АС15; АТ80";Метро Медведково;;да;"Геоданные:  
Координаты: [
  37.66313581,
  55.88773895
] 
Тип: Point";889086804.0
1376;«Широкая ул., 5», Широкая улица (1950);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А174; А31; А774; А353; А428; А601; А606; А618; А771; АТ80";Широкая ул., 5;;да;"Геоданные:  
Координаты: [
  37.6539932794927,
  55.8879371362915
] 
Тип: Point";889086805.0
1377;«Ул. Лескова», улица Лескова (1951);улица Лескова;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Бибирево;"А278; А31; А909; А774; А928; А259; А282; А353; А601; АТ80";Ул. Лескова;;да;"Геоданные:  
Координаты: [
  37.62079559,
  55.89172366
] 
Тип: Point";889086806.0
1378;«Ул. Лескова, 30», улица Лескова (1952);улица Лескова;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Бибирево;"А278; А31; А92; А774; А928; А259; А282; А353; А601; АТ80";Ул. Лескова, 30;;да;"Геоданные:  
Координаты: [
  37.61574158,
  55.89417367
] 
Тип: Point";889086807.0
1379;«Дом творчества», улица Лескова (1953);улица Лескова;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Бибирево;"А705; АН9; А867; А92; А284; А774; А928; А53; А259; А352; А592; А601; А815; АТ80";Дом творчества;;да;"Геоданные:  
Координаты: [
  37.59435799,
  55.89846221
] 
Тип: Point";889086808.0
1380;«Дом творчества», улица Лескова (1954);улица Лескова;;Северо-Восточный административный округ;район Бибирево;"А705; АН9; А867; А92; А284; А774; А928; А53; А259; А352; А592; А601; А815; АТ80";Дом творчества;;нет;"Геоданные:  
Координаты: [
  37.5958622,
  55.89790524
] 
Тип: Point";889086809.0
1381;«Ул. Коненкова», улица Лескова (1955);улица Лескова;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Бибирево;"А278; А31; А92; А774; А928; А353; А601; АТ80";Ул. Коненкова;;да;"Геоданные:  
Координаты: [
  37.61241027,
  55.89504079
] 
Тип: Point";889086810.0
1382;«Ул. Лескова, 30», улица Лескова (1956);улица Лескова;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Бибирево;"А278; А31; А774; А928; А259; А282; А353; А601; АТ80";Ул. Лескова, 30;;да;"Геоданные:  
Координаты: [
  37.6157328,
  55.89339912
] 
Тип: Point";889086811.0
1383;«Широкая ул., 5», Широкая улица (1957);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А174; А181; А696; А31; АН6; А774; А353; А428; А601; А606; А618; А771; АС15; АТ80";Широкая ул., 5;;да;"Геоданные:  
Координаты: [
  37.65613054,
  55.88761243
] 
Тип: Point";889086812.0
1384;«Метро Медведково», Широкая улица (1958);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А735; А774; А172; А606; А618";Метро Медведково;;да;"Геоданные:  
Координаты: [
  37.66335779,
  55.88745744
] 
Тип: Point";889086813.0
1385;«Поликлиника», Ижорский проезд (1960);Ижорский проезд;ГУП «Мосгортранс»;Северный административный округ;Дмитровский район;"А672; А149";Поликлиника;;да;"Геоданные:  
Координаты: [
  37.5195824496,
  55.8890792987
] 
Тип: Point";889086814.0
1386;«Отделение связи № 224», Широкая улица (1961);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А50; А174; А181; А696; А735; А31; АН6; А774; А172; А353; А428; А601; А606; А618; А771; АС15; АТ80";Отделение связи № 224;;да;"Геоданные:  
Координаты: [
  37.66706226,
  55.88766677
] 
Тип: Point";889086815.0
1387;«Осташковская ул.», Широкая улица (1962);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А50; А174; А181; А696; А735; А31; А909; АН6; А774; А172; А353; А428; А601; А606; А618; А771; АС15; АТ80";Осташковская ул.;;да;"Геоданные:  
Координаты: [
  37.67188355,
  55.88758011
] 
Тип: Point";889086816.0
1388;«Отделение связи № 224», Широкая улица (1963);Широкая улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А174; А181; А696; А735; А31; АН6; А774; А172; А353; А428; А601; А606; А618; А771; АС15; АТ80";Отделение связи № 224;;да;"Геоданные:  
Координаты: [
  37.66990247,
  55.88724584
] 
Тип: Point";889086817.0
1389;«Осташковская ул. (выс.)», Осташковская улица (1964);Осташковская улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Северное Медведково;"А278; А649; А349; А174; А181; А696; А31; А393; А909; АН6; А71; А353; А606; А618; АТ80";Осташковская ул. (выс.);;да;"Геоданные:  
Координаты: [
  37.67266314,
  55.88564706
] 
Тип: Point";889086818.0
1390;«Псковская ул.», Псковская улица (1965);Псковская улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А592; А815; А994";Псковская ул.;;да;"Геоданные:  
Координаты: [
  37.5543586847,
  55.9003886998
] 
Тип: Point";889086819.0
1391;«Псковская ул., 6», Псковская улица (1966);Псковская улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А592; А815; А994";Псковская ул., 6;;да;"Геоданные:  
Координаты: [
  37.55014579,
  55.90266694
] 
Тип: Point";889086820.0
1392;«Псковская ул., 12», Псковская улица (1967);Псковская улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А592; А815; А994";Псковская ул., 12;;да;"Геоданные:  
Координаты: [
  37.5533246737543,
  55.9058474595233
] 
Тип: Point";889086821.0
1393;«Пос. Севводстрой», Зональная улица (1968);Зональная улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А592; А815; А994";Пос. Севводстрой;;да;"Геоданные:  
Координаты: [
  37.55657082,
  55.90229719
] 
Тип: Point";889086822.0
1394;«Псковская ул., 2», Зональная улица (1969);Зональная улица;ГУП «Мосгортранс»;Северо-Восточный административный округ;район Лианозово;"А815К; А592; А815; А994";Псковская ул., 2;;да;"Геоданные:  
Координаты: [
  37.5549984209,
  55.9004515725
] 
Тип: Point";889086823.0
1395;«66-й кв. Кунцева (пос.)», Барвихинская улица (1970);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198; А180; А840; А178";66-й кв. Кунцева (пос.);;да;"Геоданные:  
Координаты: [
  37.386564539,
  55.7190976877
] 
Тип: Point";889086824.0
1396;«Барвихинская ул.», Барвихинская улица (1971);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198";Барвихинская ул.;;да;"Геоданные:  
Координаты: [
  37.38960544,
  55.72051338
] 
Тип: Point";889086826.0
1397;«Ул. Говорова», Барвихинская улица (1972);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198; А180; А840; А178";Ул. Говорова;;да;"Геоданные:  
Координаты: [
  37.39305644,
  55.72177017
] 
Тип: Point";889086827.0
1398;«Ст. МЦД Сетунь», Барвихинская улица (1973);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198; А180; А840; А178";Ст. МЦД Сетунь;;да;"Геоданные:  
Координаты: [
  37.39723772,
  55.72326052
] 
Тип: Point";889086828.0
1399;«Запорожская ул.», Запорожская улица (1974);Запорожская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А732; А825; А609; А198; А180; А840; А178; А300; А554";Запорожская ул.;;да;"Геоданные:  
Координаты: [
  37.4040334876,
  55.7229461898
] 
Тип: Point";889086829.0
1400;«Кунцевский рынок», улица Маршала Неделина (1975);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А104; А779; А178; А554";Кунцевский рынок;;да;"Геоданные:  
Координаты: [
  37.40983294,
  55.72559781
] 
Тип: Point";889086830.0
1401;«Ст. МЦД Рабочий Поселок», улица Маршала Неделина (1976);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А104; А779; А178; А554";Ст. МЦД Рабочий Поселок;;да;"Геоданные:  
Координаты: [
  37.41703394,
  55.72604559
] 
Тип: Point";889086831.0
1402;«МФЦ района Можайский», улица Маршала Неделина (1977);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А104; А779; А178; А554";МФЦ района Можайский;;да;"Геоданные:  
Координаты: [
  37.42157157,
  55.72618477
] 
Тип: Point";889086832.0
1403;«Гвардейская ул.», улица Красных Зорь (1978);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А178; А575";Гвардейская ул.;;да;"Геоданные:  
Координаты: [
  37.42482058,
  55.72625844
] 
Тип: Point";889086833.0
1404;«Ул. Красных Зорь», улица Красных Зорь (1979);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А178; А575";Ул. Красных Зорь;;да;"Геоданные:  
Координаты: [
  37.4297932554,
  55.7262158594
] 
Тип: Point";889086834.0
1405;«Ул. Багрицкого», улица Красных Зорь (1980);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А178; А575";Ул. Багрицкого;;да;"Геоданные:  
Координаты: [
  37.4357134885,
  55.7261798268
] 
Тип: Point";889086835.0
1406;«Ул. Ращупкина», улица Красных Зорь (1981);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А178; А575";Ул. Ращупкина;;да;"Геоданные:  
Координаты: [
  37.44057412,
  55.72614543
] 
Тип: Point";889086836.0
1407;«Ст. МЦД Кунцевская», улица Красных Зорь (1982);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А609; А178; А575";Ст. МЦД Кунцевская;;да;"Геоданные:  
Координаты: [
  37.4466401,
  55.7260987
] 
Тип: Point";889086837.0
1408;«Ст. МЦД Кунцевская», Рублёвское шоссе (1983);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А612; А16; А45; А58; А610; А135; А688; А11; А733; А178; А190; А236; А459; А464; А688к";Ст. МЦД Кунцевская;;да;"Геоданные:  
Координаты: [
  37.44838713,
  55.72576109
] 
Тип: Point";889086838.0
1409;«Метро Кунцевская», Рублёвское шоссе (1984);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А688; А733; А178; А464";Метро Кунцевская;;да;"Геоданные:  
Координаты: [
  37.44689187,
  55.73199387
] 
Тип: Point";889086839.0
1410;«М. Филевская ул.», Малая Филёвская улица (1985);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;А178;М. Филевская ул.;;да;"Геоданные:  
Координаты: [
  37.45659117,
  55.73389906
] 
Тип: Point";889086840.0
1411;«Ул. Полосухина», Малая Филёвская улица (1986);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А109; А178";Ул. Полосухина;;да;"Геоданные:  
Координаты: [
  37.46239132,
  55.73528974
] 
Тип: Point";889086841.0
1412;«Пинский пр.», Пинский проезд (1987);Пинский проезд;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А109; А178";Пинский пр.;;да;"Геоданные:  
Координаты: [
  37.47116395,
  55.73898534
] 
Тип: Point";889086842.0
1413;«Б. Филевская ул., 30», Большая Филёвская улица (1988);Большая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А109; А178";Б. Филевская ул., 30;;да;"Геоданные:  
Координаты: [
  37.47228882,
  55.74068959
] 
Тип: Point";889086843.0
1414;«Б. Филевская ул., 41», Большая Филёвская улица (1989);Большая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А109; А178";Б. Филевская ул., 41;;да;"Геоданные:  
Координаты: [
  37.47573759,
  55.74163856
] 
Тип: Point";889086844.0
1415;«Ул. Барклая», улица Барклая (1990);улица Барклая;ГУП «Мосгортранс»;Западный административный округ;район Филёвский Парк;"А869; АТ39К";Ул. Барклая;;да;"Геоданные:  
Координаты: [
  37.49537437,
  55.74639369
] 
Тип: Point";889086845.0
1416;«Фили (к/ст, выс.)», улица Барклая (1991);улица Барклая;;Западный административный округ;район Филёвский Парк;"А130; А869; А178; АТ39К";Фили (к/ст, выс.);;нет;"Геоданные:  
Координаты: [
  37.49352776,
  55.75103338
] 
Тип: Point";889086846.0
1417;«Фили (пос.)», улица Барклая (1992);улица Барклая;;Западный административный округ;район Филёвский Парк;"А130; АТ39К";Фили (пос.);;нет;"Геоданные:  
Координаты: [
  37.49289068,
  55.75138776
] 
Тип: Point";889086848.0
1418;«Б. Филевская ул., 30», Большая Филёвская улица (1994);Большая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Филёвский Парк;"А109; А178";Б. Филевская ул., 30;;да;"Геоданные:  
Координаты: [
  37.47272745,
  55.74104896
] 
Тип: Point";889086850.0
1419;«Метро Пионерская», Малая Филёвская улица (1995);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А135; А178";Метро Пионерская;;да;"Геоданные:  
Координаты: [
  37.46618954,
  55.73640621
] 
Тип: Point";889086851.0
1420;«Ул. Полосухина», Малая Филёвская улица (1996);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А135; А178";Ул. Полосухина;;да;"Геоданные:  
Координаты: [
  37.46144627,
  55.7352019
] 
Тип: Point";889086852.0
1421;«М. Филевская ул.», Малая Филёвская улица (1997);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А135; А178";М. Филевская ул.;;да;"Геоданные:  
Координаты: [
  37.4556065595,
  55.7338479961
] 
Тип: Point";889086853.0
1422;«Метро Кунцевская», Малая Филёвская улица (1998);Малая Филёвская улица;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А58; А135; А190; А236; А464; А575";Метро Кунцевская;;да;"Геоданные:  
Координаты: [
  37.44799189,
  55.73134864
] 
Тип: Point";889086854.0
1423;«Ст. МЦД Кунцевская», улица Красных Зорь (2000);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А575";Ст. МЦД Кунцевская;;да;"Геоданные:  
Координаты: [
  37.44627301,
  55.72630461
] 
Тип: Point";889086855.0
1424;«Ул. Ращупкина», улица Красных Зорь (2001);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А575";Ул. Ращупкина;;да;"Геоданные:  
Координаты: [
  37.4399579658,
  55.7263662489
] 
Тип: Point";889086856.0
1425;«Ул. Багрицкого», улица Красных Зорь (2002);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А575";Ул. Багрицкого;;да;"Геоданные:  
Координаты: [
  37.4358362854,
  55.7263762474
] 
Тип: Point";889086858.0
1426;«Ул. Красных Зорь», улица Красных Зорь (2003);улица Красных Зорь;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А575";Ул. Красных Зорь;;да;"Геоданные:  
Координаты: [
  37.4291237746,
  55.726429959
] 
Тип: Point";889086859.0
1427;«МФЦ района Можайский», улица Маршала Неделина (2004);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А554";МФЦ района Можайский;;да;"Геоданные:  
Координаты: [
  37.42205517,
  55.72633316
] 
Тип: Point";889086860.0
1428;«Ст. МЦД Рабочий Поселок», улица Маршала Неделина (2005);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А554";Ст. МЦД Рабочий Поселок;;да;"Геоданные:  
Координаты: [
  37.4173784,
  55.72622925
] 
Тип: Point";889086861.0
1429;«Кунцевский рынок», улица Маршала Неделина (2006);улица Маршала Неделина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А16; А178; А554";Кунцевский рынок;;да;"Геоданные:  
Координаты: [
  37.409126,
  55.7257369
] 
Тип: Point";889086862.0
1430;«Ст. МЦД Сетунь», Барвихинская улица (2008);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198; А180; А840; А178";Ст. МЦД Сетунь;;да;"Геоданные:  
Координаты: [
  37.39859883,
  55.72393336
] 
Тип: Point";889086864.0
1431;«Ул. Говорова», Барвихинская улица (2009);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198";Ул. Говорова;;да;"Геоданные:  
Координаты: [
  37.39190177,
  55.72155218
] 
Тип: Point";889086865.0
1432;«Барвихинская ул.», Барвихинская улица (2010);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198";Барвихинская ул.;;да;"Геоданные:  
Координаты: [
  37.3882634104,
  55.7202596802
] 
Тип: Point";889086866.0
1433;«66-й кв. Кунцева (выс.)», Барвихинская улица (2011);Барвихинская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А198; А180; А840";66-й кв. Кунцева (выс.);;да;"Геоданные:  
Координаты: [
  37.38594683,
  55.71913621
] 
Тип: Point";889086867.0
1434;«Д/к Сетунь», улица Толбухина (2012);улица Толбухина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А198; А825; А180; А840";Д/к Сетунь;;да;"Геоданные:  
Координаты: [
  37.4008586822935,
  55.7217265251009
] 
Тип: Point";889086868.0
1435;«Ул. Толбухина», улица Толбухина (2013);улица Толбухина;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А198; А825; А180; А840";Ул. Толбухина;;да;"Геоданные:  
Координаты: [
  37.40141312,
  55.71833514
] 
Тип: Point";889086870.0
1436;«Дворец спорта Крылья Советов», Можайское шоссе (2014);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А157К; А198; АН2; А157; А840; А231; А190";Дворец спорта Крылья Советов;;да;"Геоданные:  
Координаты: [
  37.4072946114,
  55.7165677958
] 
Тип: Point";889086871.0
1437;«Дорогобужская ул.», Можайское шоссе (2015);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А612; А45; А157К; А732; А198; АН2; А157; А840; А231; А190";Дорогобужская ул.;;да;"Геоданные:  
Координаты: [
  37.41328378,
  55.71765921
] 
Тип: Point";889086872.0
1438;«Ул. Петра Алексеева», Можайское шоссе (2016);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А612; А45; А157К; А103; А610; АН2; А157; А840; А231; А733; А190";Ул. Петра Алексеева;;да;"Геоданные:  
Координаты: [
  37.42827191,
  55.7201546
] 
Тип: Point";889086873.0
1439;«Ул. Вересаева», Можайское шоссе (2018);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А612; А45; А157К; А103; А610; АН2; А157; А840; А231; А733; А190";Ул. Вересаева;;да;"Геоданные:  
Координаты: [
  37.44496319,
  55.72220134
] 
Тип: Point";889086874.0
1440;«Метро Кунцевская (выс.)», Рублёвское шоссе (2019);Рублёвское шоссе;;Западный административный округ;район Фили-Давыдково;"А612; А16; А45; А58; А610; А190; А236; А459; А575; А688к";Метро Кунцевская (выс.);;нет;"Геоданные:  
Координаты: [
  37.44664043,
  55.73182384
] 
Тип: Point";889086875.0
1441;«Ст. МЦД Кунцевская», Рублёвское шоссе (2020);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А612; А16; А45; А58; А610; А688; А11; А733; А178; А190; А236; А459; А464; А688к";Ст. МЦД Кунцевская;;да;"Геоданные:  
Координаты: [
  37.44795237,
  55.72550941
] 
Тип: Point";889086876.0
1442;«Ул. Вересаева», Можайское шоссе (2021);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А612; А45; А157К; А103; А610; А609; АН2; А157; А840; А231; А190";Ул. Вересаева;;да;"Геоданные:  
Координаты: [
  37.44447054,
  55.72246116
] 
Тип: Point";889086877.0
1443;«Ул. Гришина», Можайское шоссе (2024);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А157К; А732; А198; А609; А104; А779; АН2; А157; А840; А231; А190";Ул. Гришина;;да;"Геоданные:  
Координаты: [
  37.42275044,
  55.72014075
] 
Тип: Point";889086878.0
1444;«Дорогобужская ул.», Можайское шоссе (2025);Можайское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А45; А157К; А732; А198; А609; А104; А779; АН2; А157; А840; А231; А190";Дорогобужская ул.;;да;"Геоданные:  
Координаты: [
  37.41394452,
  55.71856171
] 
Тип: Point";889086879.0
1445;«Рублевское ш., 24», Рублёвское шоссе (2028);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Кунцево;"А688; А733";Рублевское ш., 24;;да;"Геоданные:  
Координаты: [
  37.42776278,
  55.74262284
] 
Тип: Point";889086882.0
1446;«Центр лечения слуха», Рублёвское шоссе (2029);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Кунцево;"А688; А733";Центр лечения слуха;;да;"Геоданные:  
Координаты: [
  37.4343367,
  55.7393639
] 
Тип: Point";889086883.0
1447;«Суворовский парк», Рублёвское шоссе (2030);Рублёвское шоссе;ГУП «Мосгортранс»;Западный административный округ;район Фили-Давыдково;"А688; А733";Суворовский парк;;да;"Геоданные:  
Координаты: [
  37.44023792,
  55.73632694
] 
Тип: Point";889086884.0
1448;«Ул. Артамонова - Муз. школа», Аминьевское шоссе (2032);Аминьевское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А688; А11; А622; А733; А236; А459; А688к; А91";Ул. Артамонова - Муз. школа;;да;"Геоданные:  
Координаты: [
  37.45079895,
  55.71868997
] 
Тип: Point";889086885.0
1449;«Инициативная ул. - Ломоносовская школа», Аминьевское шоссе (2033);Аминьевское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А77; А732; А688; А104; А11; А622; А733; А236; А459; А688к; А91";Инициативная ул. - Ломоносовская школа;;да;"Геоданные:  
Координаты: [
  37.45242225,
  55.71530552
] 
Тип: Point";889086886.0
1450;«Аминьевское ш., 14», Аминьевское шоссе (2034);Аминьевское шоссе;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А77; А732; А688; А104; А11; А622; А733; А236; А459; А688к; А91";Аминьевское ш., 14;;да;"Геоданные:  
Координаты: [
  37.45379195,
  55.7114646
] 
Тип: Point";889086887.0
1451;«Аминьево», Верейская улица (2035);Верейская улица;ГУП «Мосгортранс»;Западный административный округ;Можайский район;"А732; А198; А104; А622; А733";Аминьево;;да;"Геоданные:  
Координаты: [
  37.44771584,
  55.70962415
] 
Тип: Point";889086888.0
